gene_id	gene_name	length	Calu3_polyA_series1-S2-24h-A	Calu3_polyA_series1-S2-24h-B	RPKM_1	RPKM_2	Expr
ENSG00000279319.1	AC105074.1	3095	0	0	0	0	0
ENSG00000279320.1	AC069528.2	1991	5	5	0.563477554	0.406884996	0.485181275
ENSG00000279321.1	AC018692.1	920	0	0	0	0	0
ENSG00000279322.1	AL035252.4	288	0	0	0	0	0
ENSG00000279324.1	AL645730.1	1901	0	0	0	0	0
ENSG00000279326.1	AC004972.1	2209	0	0	0	0	0
ENSG00000279328.1	AC073439.1	1774	3	2	0.379442101	0.182662464	0.281052282
ENSG00000279329.1	AC020910.5	1865	4	5	0.481237023	0.434374278	0.457805651
ENSG00000279330.1	AJ003147.3	2199	4	3	0.408143269	0.221039025	0.314591147
ENSG00000279331.1	RBM12B-AS1	653	0	0	0	0	0
ENSG00000279332.1	AC090772.4	362	0	0	0	0	0
ENSG00000279333.1	AC096636.1	3618	0	0	0	0	0
ENSG00000279339.1	AC100788.2	2889	0	1	0	0.056082245	0.028041122
ENSG00000279340.1	AC090617.7	167	0	0	0	0	0
ENSG00000279342.2	AP000866.6	3579	18	15	1.128466532	0.679051155	0.903758844
ENSG00000279344.1	AC007342.6	2594	0	0	0	0	0
ENSG00000279345.1	Z98885.3	1757	0	0	0	0	0
ENSG00000279347.1	AC021945.1	1650	0	0	0	0	0
ENSG00000279348.1	AC012513.3	2116	7	10	0.742267172	0.765697569	0.75398237
ENSG00000279349.1	AC092692.1	2595	0	3	0	0.187308214	0.093654107
ENSG00000279352.1	AC006557.6	864	0	0	0	0	0
ENSG00000279353.1	AP001324.3	1428	0	0	0	0	0
ENSG00000279354.1	AC090373.1	603	0	0	0	0	0
ENSG00000279355.1	AGPAT4-IT1	1878	4	7	0.477905777	0.603914398	0.540910087
ENSG00000279356.1	AC007610.4	2125	0	0	0	0	0
ENSG00000279357.1	AC007224.2	510	0	1	0	0.317689423	0.158844711
ENSG00000279358.1	AP002833.3	2265	0	0	0	0	0
ENSG00000279359.1	AL359195.2	4412	0	1	0	0.036722939	0.018361469
ENSG00000279360.1	AC007546.2	360	0	0	0	0	0
ENSG00000279361.1	AC079331.1	1200	0	0	0	0	0
ENSG00000279364.1	AC114546.3	1734	1	1	0.129398363	0.093438065	0.111418214
ENSG00000279365.1	AP000695.3	1894	0	1	0	0.08554467	0.042772335
ENSG00000279366.1	AC120349.2	298	0	1	0	0.543696663	0.271848331
ENSG00000279368.1	AL031123.3	1837	0	0	0	0	0
ENSG00000279369.1	AC046185.3	1824	5	4	0.615067879	0.355310538	0.485189209
ENSG00000279370.1	AC004777.1	287	0	0	0	0	0
ENSG00000279372.1	AC137723.1	398	0	0	0	0	0
ENSG00000279373.1	AC027228.3	1266	0	0	0	0	0
ENSG00000279375.1	AC244517.7	398	0	1	0	0.407089461	0.203544731
ENSG00000279376.1	AC092435.4	4159	0	0	0	0	0
ENSG00000279377.1	AC003973.2	2822	0	0	0	0	0
ENSG00000279378.1	AC009159.4	2031	0	0	0	0	0
ENSG00000279379.1	AC024595.1	387	0	0	0	0	0
ENSG00000279382.1	AC018665.1	1362	0	0	0	0	0
ENSG00000279384.1	AC080188.2	748	0	1	0	0.216606425	0.108303212
ENSG00000279388.1	AC073578.3	4191	0	0	0	0	0
ENSG00000279390.1	AF127577.6	2191	0	0	0	0	0
ENSG00000279392.1	AL158801.5	465	0	2	0	0.696867121	0.34843356
ENSG00000279393.1	AL139005.1	1635	0	1	0	0.099095783	0.049547892
ENSG00000279394.1	AC015871.4	2260	0	0	0	0	0
ENSG00000279398.1	AL078596.1	447	0	0	0	0	0
ENSG00000279399.1	AL356095.2	457	0	0	0	0	0
ENSG00000279400.1	AC008957.3	2242	12	8	1.200946096	0.578132402	0.889539249
ENSG00000279401.1	AL133383.2	2336	0	0	0	0	0
ENSG00000279404.1	AC008739.5	1938	0	0	0	0	0
ENSG00000279405.1	AC004696.2	331	0	0	0	0	0
ENSG00000279406.1	AL359183.1	2132	1	3	0.105242384	0.227985374	0.166613879
ENSG00000279407.1	AC007191.1	2995	12.5	28	0.936463949	1.514726195	1.225595072
ENSG00000279409.1	AC020658.6	1870	0	1	0	0.08664257	0.043321285
ENSG00000279410.1	AC099494.1	1370	0	0	0	0	0
ENSG00000279411.1	AC090643.2	2029	0	0	0	0	0
ENSG00000279412.1	AC020763.3	2904	0	0	0	0	0
ENSG00000279413.1	AC112497.1	639	0	0	0	0	0
ENSG00000279414.1	CR392039.2	509	0	0	0	0	0
ENSG00000279415.1	AC099494.2	978	0	0	0	0	0
ENSG00000279416.1	AC099689.1	1302	0	0	0	0	0
ENSG00000279419.1	AC004925.1	2706	1	5	0.082918242	0.299374733	0.191146487
ENSG00000279420.1	AC138627.2	601	0	0	0	0	0
ENSG00000279421.1	AC067863.2	122	0	0	0	0	0
ENSG00000279422.1	AC231657.1	397	1	0	0.565180761	0	0.282590381
ENSG00000279425.1	AC092279.2	2189	2	6	0.205003894	0.444097594	0.324550744
ENSG00000279427.1	AC007490.1	703	0	1	0	0.230471701	0.11523585
ENSG00000279428.1	AC087164.2	3130	0	0	0	0	0
ENSG00000279429.1	AC004009.2	728	1	0	0.308209838	0	0.154104919
ENSG00000279430.1	AL590560.3	461	0	0	0	0	0
ENSG00000279431.1	AC011840.5	610	0	1	0	0.265609189	0.132804595
ENSG00000279432.1	AC015799.1	3122	2	5	0.143739117	0.259483673	0.201611395
ENSG00000279433.1	AC018529.3	2254	0	1	0	0.071881813	0.035940906
ENSG00000279434.1	AL049776.1	2025	4	1	0.443213357	0.080010669	0.261612013
ENSG00000279437.1	Z82170.1	3192	1	0	0.070293472	0	0.035146736
ENSG00000279439.1	AC105114.1	1862	0	0	0	0	0
ENSG00000279440.1	AL008638.3	5182	0	0	0	0	0
ENSG00000279441.1	Z92544.3	417	0	0	0	0	0
ENSG00000279442.1	AP000542.2	6179	0	0	0	0	0
ENSG00000279443.1	AL513497.1	2083	6	8	0.646308484	0.622262527	0.634285506
ENSG00000279444.1	AC135584.1	333	1	0	0.673804091	0	0.336902045
ENSG00000279446.1	AC005915.1	2018	0	0	0	0	0
ENSG00000279447.1	AL118508.3	1176	0	0	0	0	0
ENSG00000279452.1	AC006277.1	1610	0	0	0	0	0
ENSG00000279453.1	Z99129.4	2435	6	15	0.552879085	0.998079706	0.775479395
ENSG00000279455.1	AC117500.5	588	0	0	0	0	0
ENSG00000279456.1	AL353763.1	1628	0	0	0	0	0
ENSG00000279457.4	WASH9P	1397	10.5	13	1.686439515	1.50771716	1.597078337
ENSG00000279458.2	AC244230.1	674	0	0	0	0	0
ENSG00000279459.1	AP001271.2	1556	0	0	0	0	0
ENSG00000279460.1	AC112243.1	3851	0	0	0	0	0
ENSG00000279461.2	AC005480.2	75	0	0	0	0	0
ENSG00000279463.1	AL159972.1	448	0	0	0	0	0
ENSG00000279464.1	AC096720.2	2458	2	0	0.182568562	0	0.091284281
ENSG00000279466.1	AC073911.2	468	0	0	0	0	0
ENSG00000279467.1	AP000350.7	8030	0	0	0	0	0
ENSG00000279469.1	AC109454.4	649	0	0	0	0	0
ENSG00000279472.1	AC244517.8	467	0.5	0.5	0.240232079	0.17347067	0.206851375
ENSG00000279474.1	AC125437.2	2167	0	0	0	0	0
ENSG00000279476.1	AC092139.3	2794	1	1	0.080306644	0.057989122	0.069147883
ENSG00000279479.1	AP005205.3	1929	0	0	0	0	0
ENSG00000279480.1	AC138466.4	852	0	0	0	0	0
ENSG00000279481.1	AC104791.2	2525	2	0	0.177724168	0	0.088862084
ENSG00000279483.2	AC090498.1	75	0	0	0	0	0
ENSG00000279484.1	KLHL30-AS1	3106	0	0	0	0	0
ENSG00000279485.1	AC016734.2	1377	0	0	0	0	0
ENSG00000279486.5	OR2AG1	6994	0	0	0	0	0
ENSG00000279488.1	AC004623.1	2127	0	0	0	0	0
ENSG00000279489.1	AL355377.2	1751	0	0	0	0	0
ENSG00000279490.1	AC109446.4	2755	0	0	0	0	0
ENSG00000279491.1	AP003733.4	1697	3	2	0.396658979	0.190950625	0.293804802
ENSG00000279494.1	AL117328.2	1940	0	0	0	0	0
ENSG00000279495.1	AL928654.4	2501	11.5	16	1.031720418	1.036523666	1.034122042
ENSG00000279499.1	AL157770.1	439	0	0	0	0	0
ENSG00000279500.1	AC108704.2	1565	1	7	0.143371733	0.724697277	0.434034505
ENSG00000279501.1	CR392039.3	227	0	1	0	0.713751566	0.356875783
ENSG00000279502.1	AC016542.2	619	1	0	0.362482653	0	0.181241326
ENSG00000279504.1	AD001527.2	785	1	0.5	0.28583027	0.103198475	0.194514373
ENSG00000279505.1	AC022513.1	117	0	0	0	0	0
ENSG00000279507.1	AC112484.4	228	0	0	0	0	0
ENSG00000279511.1	AL356274.2	3752	0	0	0	0	0
ENSG00000279512.1	AC011755.1	2049	0	0	0	0	0
ENSG00000279513.1	AL157902.2	1492	1	0	0.15038657	0	0.075193285
ENSG00000279514.2	OR4C16	933	0	0	0	0	0
ENSG00000279516.2	FAM230C	2532	0	0	0	0	0
ENSG00000279518.1	AC083843.4	2186	9	18	0.923783559	1.33412118	1.128952369
ENSG00000279519.1	AC007382.1	2618	3	1	0.257116229	0.06188755	0.159501889
ENSG00000279520.1	AC093525.8	1342	8	12	1.337566392	1.448777397	1.393171894
ENSG00000279525.1	AC002451.2	2398	1	0	0.093568291	0	0.046784146
ENSG00000279526.1	AC011239.2	1489	0	0	0	0	0
ENSG00000279527.1	AC073592.7	507	0	0	0	0	0
ENSG00000279528.1	AC115618.3	425	2.5	3	1.319863307	1.143681921	1.231772614
ENSG00000279529.1	AC008764.8	2717	2	12	0.165165081	0.715590455	0.440377768
ENSG00000279530.2	AC092881.1	2733	0	0	0	0	0
ENSG00000279532.1	AC002094.5	629	0	0	0	0	0
ENSG00000279536.1	AC093458.2	629	0	0	0	0	0
ENSG00000279537.1	AC020658.7	2442	0	1	0	0.066347914	0.033173957
ENSG00000279539.1	AC006486.2	2199	0	2	0	0.14735935	0.073679675
ENSG00000279541.1	AC005261.5	1387	0	0	0	0	0
ENSG00000279544.1	AL133243.4	3109	1	1	0.072170075	0.052113736	0.062141905
ENSG00000279548.1	AL022323.5	2059	0	0	0	0	0
ENSG00000279549.1	AP000437.1	2085	0	1	0	0.077708204	0.038854102
ENSG00000279551.1	AC025263.3	1396	0	0	0	0	0
ENSG00000279554.1	AC130448.2	374	0	0	0	0	0
ENSG00000279555.1	AC091181.1	2098	0	2	0	0.154453389	0.077226695
ENSG00000279557.1	AC010435.1	1177	0.5	0.5	0.095317231	0.06882821	0.08207272
ENSG00000279558.1	AC244517.9	434	0	0	0	0	0
ENSG00000279561.2	AL845472.2	4082	0	1	0	0.039691721	0.019845861
ENSG00000279565.1	AL121835.2	3502	0	0	0	0	0
ENSG00000279567.1	AC005703.5	555	0	0	0	0	0
ENSG00000279568.1	AC093525.9	1746	0	0	0	0	0
ENSG00000279569.1	AC020763.4	4170	0	1	0	0.038854102	0.019427051
ENSG00000279570.1	AC099804.1	714	0	0	0	0	0
ENSG00000279571.3	AL162426.1	743	0	0.5	0	0.109032036	0.054516018
ENSG00000279573.1	AC134407.2	1978	3	0	0.340308537	0	0.170154269
ENSG00000279575.1	AL583859.2	1068	0	0	0	0	0
ENSG00000279579.3	LINC01666	845	0	0	0	0	0
ENSG00000279583.1	AC009086.3	1008	0	1	0	0.16073572	0.08036786
ENSG00000279584.1	AC005593.1	515	2	1	0.871366067	0.314605059	0.592985563
ENSG00000279587.1	AC006963.1	1052	0	0	0	0	0
ENSG00000279588.2	AC087762.2	3773	0	0	0	0	0
ENSG00000279589.1	AC079416.2	1193	2	0	0.376155511	0	0.188077755
ENSG00000279590.1	AC005786.4	682	0	0	0	0	0
ENSG00000279591.1	AC002044.2	970	1	0	0.23131625	0	0.115658125
ENSG00000279592.1	AC010653.2	997	0	0	0	0	0
ENSG00000279593.1	AL132642.2	1998	0	0	0	0	0
ENSG00000279594.1	AL049780.3	1583	0	2	0	0.204701965	0.102350983
ENSG00000279597.1	AL031593.1	865	0	0	0	0	0
ENSG00000279598.1	AC009948.4	4406	1	0	0.050925275	0	0.025462638
ENSG00000279599.1	AC005514.1	208	0	0	0	0	0
ENSG00000279600.1	AC015804.1	435	0	0	0	0	0
ENSG00000279601.1	AC005052.1	2492	0	1	0	0.065016696	0.032508348
ENSG00000279602.1	AC109326.1	1321	18	21	3.057366934	2.57566519	2.816516062
ENSG00000279604.1	AC092723.2	793	0	0	0	0	0
ENSG00000279605.1	AC067930.5	4947	3	5	0.136068382	0.163757434	0.149912908
ENSG00000279606.1	AC006600.2	2506	0	0	0	0	0
ENSG00000279607.1	AL358613.2	567	0	0	0	0	0
ENSG00000279608.1	AL353795.3	5702	4	5	0.157402148	0.142074365	0.149738256
ENSG00000279609.1	AL158070.2	1621	2	0	0.276837461	0	0.138418731
ENSG00000279611.1	AC012313.10	926	0	0	0	0	0
ENSG00000279613.1	AC124283.5	1809	0	1	0	0.089564182	0.044782091
ENSG00000279616.1	AL096817.1	1775	1	0	0.126409443	0	0.063204722
ENSG00000279619.1	AC020907.5	1936	0	0	0	0	0
ENSG00000279620.1	AC099494.3	1722	0	0	0	0	0
ENSG00000279622.2	AC025280.2	3069	0	0	0	0	0
ENSG00000279623.1	AL359697.1	587	0	1	0	0.276016364	0.138008182
ENSG00000279628.1	AC131280.1	6071	0	0	0	0	0
ENSG00000279631.1	AL158211.5	2518	2	7	0.178218238	0.45041749	0.314317864
ENSG00000279632.1	AP003108.4	878	1	0	0.255554399	0	0.127777199
ENSG00000279633.1	AL137918.1	1922	1	2	0.116741291	0.168596884	0.142669088
ENSG00000279636.2	AL132989.2	1126	0	0	0	0	0
ENSG00000279637.1	AC018445.3	1945	1	0	0.115360803	0	0.057680402
ENSG00000279638.1	AC008873.1	138	0	0	0	0	0
ENSG00000279641.1	AC120057.3	1615	1	0	0.13893298	0	0.06946649
ENSG00000279642.1	AL023973.1	620	0	0	0	0	0
ENSG00000279645.1	AC016251.1	4198	1.5	6.5	0.080172735	0.250867183	0.165519959
ENSG00000279648.1	AP000432.2	2048	0	0	0	0	0
ENSG00000279649.1	AC020978.9	2704	0	0	0	0	0
ENSG00000279650.1	AC073912.3	853	0	0	0	0	0
ENSG00000279652.1	Z82217.1	8149	1	1	0.02753427	0.019882391	0.02370833
ENSG00000279653.1	AC004678.2	1002	0	0	0	0	0
ENSG00000279656.1	AL132780.4	1135	2	2	0.395377555	0.285500626	0.34043909
ENSG00000279657.1	AL161901.1	3425	0	0	0	0	0
ENSG00000279659.1	AL451064.2	1654	6	10	0.813942305	0.979574399	0.896758352
ENSG00000279660.1	AC005703.6	1329	0	0	0	0	0
ENSG00000279662.1	AC131649.2	4439	0	3	0	0.10949872	0.05474936
ENSG00000279663.2	AC104623.2	4006	0	0	0	0	0
ENSG00000279665.1	AC012100.3	575	0	0	0	0	0
ENSG00000279667.1	AL603839.4	1005	0	0	0	0	0
ENSG00000279668.2	AC024610.2	7005	0	0	0	0	0
ENSG00000279670.1	AL359922.3	1670	18	24	2.418432167	2.328454211	2.373443189
ENSG00000279672.1	AP006621.5	1139	11	22	2.166939758	3.129477894	2.648208826
ENSG00000279673.1	AC092919.2	1645	13	15	1.773190218	1.477400658	1.625295438
ENSG00000279675.1	AC080100.1	5356	0	0	0	0	0
ENSG00000279676.1	AC011483.3	585	0	0	0	0	0
ENSG00000279679.1	AC091925.2	256	0	0	0	0	0
ENSG00000279682.1	AC120338.1	1541	0	0	0	0	0
ENSG00000279684.1	AP003969.2	2275	0	0	0	0	0
ENSG00000279685.2	MAPT-IT1	3016	1	0	0.074395478	0	0.037197739
ENSG00000279686.1	AC142391.1	1002	0	0	0	0	0
ENSG00000279689.1	AC022400.9	3599	4	5	0.249376785	0.225092533	0.237234659
ENSG00000279691.1	AC113410.3	203	1	2	1.105304247	1.596271976	1.350788111
ENSG00000279692.1	AC110285.7	1536	0	1	0	0.105482816	0.052741408
ENSG00000279693.1	AC099521.2	2938	0.5	0.5	0.03818529	0.027573452	0.032879371
ENSG00000279696.1	AP001273.1	3152	11	7	0.783040731	0.359819555	0.571430143
ENSG00000279699.1	AC004264.2	1737	1	1	0.129174877	0.093276687	0.111225782
ENSG00000279700.1	AC131212.2	1355	1	1	0.165591706	0.119573141	0.142582424
ENSG00000279701.1	AP003497.2	967	0	0	0	0	0
ENSG00000279703.1	AC017037.3	472	0	1	0	0.343266113	0.171633057
ENSG00000279705.1	AC092701.1	1551	0	0	0	0	0
ENSG00000279706.1	AL353608.4	1188	0	0	0	0	0
ENSG00000279708.1	AC133637.1	1537	0	0	0	0	0
ENSG00000279711.1	AP004782.1	3433	0	0	0	0	0
ENSG00000279712.1	FP325330.3	9537	0	0	0	0	0
ENSG00000279714.1	Z95114.2	2205	1	0	0.101758169	0	0.050879084
ENSG00000279716.1	AC006128.1	1661	0	0	0	0	0
ENSG00000279717.1	AC005336.3	2679	0	0	0	0	0
ENSG00000279718.1	SNX18P12	759	0	0	0	0	0
ENSG00000279719.1	AC015871.5	702	0	0	0	0	0
ENSG00000279720.1	CR392039.4	501	1	0	0.447857809	0	0.223928904
ENSG00000279721.1	AC018737.2	1512	0	0	0	0	0
ENSG00000279722.1	AC007342.7	2337	0	2	0	0.138657771	0.069328886
ENSG00000279724.1	AC005086.2	228	0	0	0	0	0
ENSG00000279726.1	AC005609.5	1523	0	0	0	0	0
ENSG00000279727.1	LINC02033	1344	2	0	0.333893991	0	0.166946996
ENSG00000279729.1	AC092326.2	1561	0	0	0	0	0
ENSG00000279730.2	KMT5AP1	1180	4	8	0.760599194	1.098451563	0.929525378
ENSG00000279733.1	AP001642.1	2117	0	0	0	0	0
ENSG00000279737.1	AC112204.3	332	0	0	0	0	0
ENSG00000279738.1	AL022311.1	19416	185	266	2.137912083	2.219702672	2.178807377
ENSG00000279739.1	AC011369.2	1567	2	7	0.286377488	0.723772328	0.505074908
ENSG00000279741.1	AC007342.8	678	2	2	0.661878355	0.477939839	0.569909097
ENSG00000279742.1	AP000974.1	2387	4	6	0.375997926	0.407260006	0.391628966
ENSG00000279743.1	AC002090.1	2138	0	0	0	0	0
ENSG00000279744.1	AC132938.5	1655	1	2	0.135575083	0.195796502	0.165685793
ENSG00000279747.1	AC130456.6	765	2	0	0.586605914	0	0.293302957
ENSG00000279748.1	AC008764.9	2505	3	1	0.268714685	0.064679284	0.166696984
ENSG00000279752.1	AC011389.3	999	0	0	0	0	0
ENSG00000279753.1	AC011558.1	338	0	0	0	0	0
ENSG00000279754.1	AL162376.1	175	0	0	0	0	0
ENSG00000279755.1	AC091905.3	234	0	0	0	0	0
ENSG00000279757.1	AC132068.1	459	1	0	0.488838262	0	0.244419131
ENSG00000279759.1	AC118344.2	4765	11	11	0.517973638	0.374026791	0.446000215
ENSG00000279762.3	AC005899.8	3449	0	5	0	0.234882003	0.117441001
ENSG00000279764.1	AC009102.3	1491	0	0	0	0	0
ENSG00000279765.3	AC013394.1	4734	176.5	229.33	8.365546795	7.848841317	8.107194056
ENSG00000279766.1	AC067931.1	671	8.5	9	2.842328582	2.173166095	2.507747339
ENSG00000279770.1	LINC00552	2579	0	0	0	0	0
ENSG00000279772.1	AC026422.1	452	0	0	0	0	0
ENSG00000279773.1	AL050303.4	1839	0	0	0	0	0
ENSG00000279774.1	AL590483.3	3580	0	2	0	0.090514863	0.045257432
ENSG00000279778.1	AL445437.1	3087	0	1	0	0.052485133	0.026242566
ENSG00000279780.1	AC138907.9	986	0	0	0	0	0
ENSG00000279781.1	AC079336.6	613	0	0	0	0	0
ENSG00000279786.1	AC105235.1	1816	0	1	0	0.089218946	0.044609473
ENSG00000279789.1	AC120114.3	2194	2	12	0.204536702	0.886171042	0.545353872
ENSG00000279790.1	AL590552.1	1770	0	0	0	0	0
ENSG00000279791.1	AC018892.3	2499	0	1	0	0.064834576	0.032417288
ENSG00000279792.1	AC015909.5	2266	2	11	0.198037742	0.786512648	0.492275195
ENSG00000279794.1	AC024580.1	674	4	9	1.331612832	2.163493249	1.74755304
ENSG00000279796.1	AL133384.2	2954	0	0	0	0	0
ENSG00000279798.1	AC018659.2	715	0	0	0	0	0
ENSG00000279799.1	AC006077.2	457	2	0	0.981955196	0	0.490977598
ENSG00000279800.2	BCLAF1P2	2609	21	13	1.806022233	0.807313481	1.306667857
ENSG00000279801.1	AC111170.3	2464	0	3	0	0.197266565	0.098633283
ENSG00000279803.1	AC009090.5	2285	1	9	0.09819552	0.638159497	0.368177508
ENSG00000279804.2	PRAMEF18	2067	0	0	0	0	0
ENSG00000279805.1	Z95114.3	1921	1	0	0.116802063	0	0.058401031
ENSG00000279806.1	AC018629.1	1736	0	0	0	0	0
ENSG00000279807.1	AC011472.5	508	0	0	0	0	0
ENSG00000279809.1	AC005538.2	1864	44	67	5.296447176	5.823737967	5.560092572
ENSG00000279810.1	AL109924.4	670	0	0	0	0	0
ENSG00000279811.1	AC093330.2	3998	0.5	8	0.028061126	0.324205314	0.17613322
ENSG00000279812.1	AC120057.4	154	0	0	0	0	0
ENSG00000279814.1	AC010997.6	1645	0	0	0	0	0
ENSG00000279815.1	AC020763.5	430	0	0	0	0	0
ENSG00000279817.1	AC073911.3	631	0	1	0	0.256769581	0.12838479
ENSG00000279818.1	AP002991.2	2801	0	0	0	0	0
ENSG00000279819.1	AL390318.1	687	0	0	0	0	0
ENSG00000279821.1	AC145098.2	3026	22	20	1.631291728	1.070863222	1.351077475
ENSG00000279822.1	AC016397.2	1985	0	0	0	0	0
ENSG00000279825.1	AC003957.1	2673	0	0	0	0	0
ENSG00000279827.1	AC136469.2	1028	0	1	0	0.157608566	0.078804283
ENSG00000279829.1	AC015959.1	1377	0	0	0	0	0
ENSG00000279833.1	AL031846.2	3671	0	0	0	0	0
ENSG00000279834.1	AC068870.3	2536	0	0	0	0	0
ENSG00000279836.1	AP002967.1	539	0	0	0	0	0
ENSG00000279837.1	AC112694.2	768	2	2	0.584314485	0.421931264	0.503122875
ENSG00000279838.1	AL356273.3	1989	1	3	0.11280883	0.244376479	0.178592654
ENSG00000279840.1	AC004801.7	2973	0	0	0	0	0
ENSG00000279841.1	AC092135.3	1846	4	4	0.486190167	0.351076068	0.418633118
ENSG00000279842.1	AC007603.2	506	0	1	0	0.320200801	0.160100401
ENSG00000279844.1	AC096656.1	1364	0	0	0	0	0
ENSG00000279845.1	AC097372.2	466	0	1	0	0.347685849	0.173842924
ENSG00000279847.3	C8orf87	649	0	0	0	0	0
ENSG00000279848.1	AL008638.4	1315	0	0	0	0	0
ENSG00000279852.1	AC083964.2	2396	0	0	0	0	0
ENSG00000279853.1	AC004453.2	2153	0	0	0	0	0
ENSG00000279858.1	AC068880.4	495	0	0	0	0	0
ENSG00000279859.2	AC093323.2	976	0	0	0	0	0
ENSG00000279861.1	AC073548.1	1882	255.5	364	30.46135108	31.33680362	30.89907735
ENSG00000279862.1	AC092964.1	1399	0	0	0	0	0
ENSG00000279863.1	AC069547.1	1586	0	0	0	0	0
ENSG00000279864.2	AC124864.2	928	0	0	0	0	0
ENSG00000279865.1	AC006511.3	1783	3	5	0.377526801	0.454351109	0.415938955
ENSG00000279873.2	LINC01126	1646	6	9	0.817898283	0.885901853	0.851900068
ENSG00000279874.1	AC064859.1	174	0	0	0	0	0
ENSG00000279875.1	AC074029.4	1859	1	0	0.120697559	0	0.06034878
ENSG00000279878.1	AP003108.5	895	0	0	0	0	0
ENSG00000279879.1	AC091152.4	3483	4	0.5	0.257682185	0.023258916	0.14047055
ENSG00000279880.1	AC134407.3	2139	8.5	13.5	0.891632762	1.022576753	0.957104758
ENSG00000279881.1	AC041040.1	2899	0	0	0	0	0
ENSG00000279884.1	AC010894.5	951	0	0	0	0	0
ENSG00000279885.1	AP005060.1	3174	1	0	0.070692112	0	0.035346056
ENSG00000279886.1	AC087645.3	587	0	0	0	0	0
ENSG00000279887.1	AC046158.4	1347	0	0	0	0	0
ENSG00000279889.1	AC012183.1	499	0	0	0	0	0
ENSG00000279891.1	AC022498.2	2270	1	4	0.098844389	0.285500626	0.192172508
ENSG00000279894.1	Z73965.1	2297	0	1	0	0.07053618	0.03526809
ENSG00000279897.2	BIRC6-AS2	1066	0	0	0	0	0
ENSG00000279900.1	AP001767.4	452	2	2	0.992817532	0.716909759	0.854863645
ENSG00000279901.1	AC092117.2	1659	0	5	0	0.488311047	0.244155524
ENSG00000279903.1	AP006248.3	594	0	0	0	0	0
ENSG00000279905.1	AC063926.3	5658	0	0	0	0	0
ENSG00000279908.1	AC026748.1	3251	1	0	0.069017768	0	0.034508884
ENSG00000279910.1	AL731532.1	4236	0	0	0	0	0
ENSG00000279912.1	AC068448.1	3925	0	0	0	0	0
ENSG00000279913.1	AP001962.1	559	3	0	1.20416867	0	0.602084335
ENSG00000279917.1	AC079331.2	2546	0	0	0	0	0
ENSG00000279923.1	AC022417.1	1303	0	0	0	0	0
ENSG00000279924.1	AL356585.4	1229	0	0	0	0	0
ENSG00000279925.1	AC144522.1	1658	0	0	0	0	0
ENSG00000279926.1	AL138831.3	1458	0	0	0	0	0
ENSG00000279927.1	Z95114.4	3578	0	0	0	0	0
ENSG00000279928.2	FO538757.1	570	0	0	0	0	0
ENSG00000279929.1	AL354796.1	1951	0	0	0	0	0
ENSG00000279930.1	AL032819.2	2162	0	0	0	0	0
ENSG00000279932.1	AP006248.4	688	0	0	0	0	0
ENSG00000279936.1	AC008806.1	2443	0	0	0	0	0
ENSG00000279939.1	AC025034.2	286	0	0	0	0	0
ENSG00000279940.1	AC073862.3	1648	0	0	0	0	0
ENSG00000279942.1	AL353597.3	3745	0	0	0	0	0
ENSG00000279943.1	AC110771.1	2459	1	3	0.091247158	0.197667677	0.144457417
ENSG00000279945.1	AC013489.3	517	0	0	0	0	0
ENSG00000279946.1	AC244034.3	3135	0	0	0	0	0
ENSG00000279948.1	AC008895.1	2622	8	5	0.684597291	0.308965686	0.496781488
ENSG00000279949.1	AC022784.6	559	2	2	0.802779113	0.579683741	0.691231427
ENSG00000279951.1	AL138688.2	1513	0	2	0	0.214172644	0.107086322
ENSG00000279953.1	AC117503.3	1418	0	0	0	0	0
ENSG00000279954.1	BX324167.2	3316	1	1	0.067664886	0.048860557	0.058262721
ENSG00000279956.1	AC073082.1	2103	0	0	0	0	0
ENSG00000279957.1	AC110769.3	1173	1	2	0.191284537	0.276251672	0.233768105
ENSG00000279959.1	AC024580.2	231	0	0	0	0	0
ENSG00000279960.1	AL137783.1	1896	0	1	0	0.085454433	0.042727217
ENSG00000279962.1	AP001525.1	236	0	0	0	0	0
ENSG00000279964.1	AC009949.1	1830	0	1	0	0.088536396	0.044268198
ENSG00000279966.2	AC008626.2	248	0	0	0	0	0
ENSG00000279968.2	GVQW2	2993	0	1	0	0.054133513	0.027066757
ENSG00000279970.1	AC023024.2	1993	0	0	0	0	0
ENSG00000279971.1	AC020910.6	1459	0	0	0	0	0
ENSG00000279977.1	AC008764.10	1830	0	0	0	0	0
ENSG00000279980.1	AC018946.2	1851	0	0	0	0	0
ENSG00000279981.1	AC018445.4	2291	0	0	0	0	0
ENSG00000279982.1	AL162274.3	3109	0	0	0	0	0
ENSG00000279983.1	AC244517.10	548	1.5	2	0.614169969	0.591319728	0.602744849
ENSG00000279985.1	AC008498.2	2322	0	0	0	0	0
ENSG00000279989.1	AC011815.3	473	0	0	0	0	0
ENSG00000279991.1	AC009044.1	1798	0	0	0	0	0
ENSG00000279994.1	AC017037.4	826	0	0	0	0	0
ENSG00000279995.1	AC139792.3	224	0	0	0	0	0
ENSG00000279996.1	AC004491.1	1882	0	0	0	0	0
ENSG00000280000.1	AC009135.2	1768	0	1	0	0.09164118	0.04582059
ENSG00000280002.1	AC078925.4	1717	0	0	0	0	0
